date,position,seniority_number,birthdate,changes_id,serial_number,instructions,datetime_collected
2020-03-20,726,20077008,1942-05-10,382469,12221504,,2020-03-20 20:00
2020-03-20,151,20055006,1972-08-02,36071,12123533,,2020-03-20 20:00
2020-03-20,7,20046036,1966-01-25,273930,12086362,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,643,20072015,1990-08-09,310398,12205164,,2020-03-20 20:00
2020-03-20,29,20050003,1940-02-28,56830,12098917,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,533,20068006,1948-10-02,424396,12185381,,2020-03-20 20:00
2020-03-20,800,20079012,1989-09-23,398472,12231081,,2020-03-20 20:00
2020-03-20,607,20071013,1986-02-16,300893,12200310,,2020-03-20 20:00
2020-03-20,258,20058025,1974-07-20,41569,12138881,,2020-03-20 20:00
2020-03-20,351,20061035,1931-03-02,420539,12154642,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,236,20057049,1984-10-13,13033,12136039,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,20,20048001,1981-01-22,381782,12092908,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,562,20070020,1957-05-02,6414,12190966,,2020-03-20 20:00
2020-03-20,342,20061026,1960-08-11,373912,12154574,,2020-03-20 20:00
2020-03-20,268,20059007,1956-04-29,320852,12143938,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,129,20054017,1965-11-18,313696,12120000,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,687,20073023,1982-08-05,423676,12206251,,2020-03-20 20:00
2020-03-20,394,20063034,1982-11-18,396850,12160758,,2020-03-20 20:00
2020-03-20,670,20073005,1972-12-27,308948,12208088,,2020-03-20 20:00
2020-03-20,171,20056019,1986-02-16,319412,12128615,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,170,20056017,1980-04-28,397050,12128241,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,154,20055009,1969-05-22,376664,12125750,,2020-03-20 20:00
2020-03-20,371,20063009,1970-07-16,47009,12162080,,2020-03-20 20:00
2020-03-20,420,20064026,1980-01-24,423885,12167941,,2020-03-20 20:00
2020-03-20,648,20072020,1995-08-17,424852,12203140,,2020-03-20 20:00
2020-03-20,40,20050026,1950-12-01,51915,12098882,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,361,20062012,1975-07-02,420114,12158275,,2020-03-20 20:00
2020-03-20,374,20063013,1961-10-09,52388,12162604,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,769,20078021,1971-12-07,423121,12227653,,2020-03-20 20:00
2020-03-20,114,20054001,1986-10-17,356447,12121442,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,635,20072007,1975-11-06,409068,12202442,,2020-03-20 20:00
2020-03-20,377,20063016,1988-12-09,423234,12162917,,2020-03-20 20:00
2020-03-20,611,20071018,1984-08-08,307705,12196860,,2020-03-20 20:00
2020-03-20,330,20061014,1953-09-20,44897,12154679,,2020-03-20 20:00
2020-03-20,417,20064023,1952-12-23,359821,12168763,,2020-03-20 20:00
2020-03-20,376,20063015,1975-09-25,17828,12161259,,2020-03-20 20:00
2020-03-20,178,20056027,1981-05-06,330586,12126372,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,416,20064022,1964-08-14,334243,12170196,,2020-03-20 20:00
2020-03-20,492,20066026,1956-01-02,312776,12178760,,2020-03-20 20:00
2020-03-20,633,20072005,1959-09-23,295282,12203695,,2020-03-20 20:00
2020-03-20,468,20066002,1964-11-16,305809,12178587,,2020-03-20 20:00
2020-03-20,645,20072017,1978-11-28,399267,12201688,,2020-03-20 20:00
2020-03-20,110,20053022,1997-10-24,423060,12115134,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,456,20065029,1967-08-25,424654,12171673,,2020-03-20 20:00
2020-03-20,570,20070028,1961-11-20,324500,12193196,,2020-03-20 20:00
2020-03-20,261,20058028,1976-12-10,344295,12139320,,2020-03-20 20:00
2020-03-20,737,20077022,1961-09-03,380094,12220098,,2020-03-20 20:00
2020-03-20,782,20078035,1951-07-05,35869,12226046,,2020-03-20 20:00
2020-03-20,446,20065019,1975-02-24,23021,12174148,,2020-03-20 20:00
2020-03-20,454,20065027,1959-04-12,46464,12171457,,2020-03-20 20:00
2020-03-20,312,20060022,1967-08-30,411157,12150140,,2020-03-20 20:00
2020-03-20,58,20051025,1962-10-03,20660,12105926,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,260,20058027,1969-09-11,376783,12138004,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,448,20065021,1968-10-11,309859,12172518,,2020-03-20 20:00
2020-03-20,522,20067026,1988-09-26,421001,12182941,,2020-03-20 20:00
2020-03-20,387,20063027,1954-01-13,316355,12165276,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,785,20078038,1989-04-13,424819,12226426,,2020-03-20 20:00
2020-03-20,548,20070005,1968-10-16,395893,12193696,,2020-03-20 20:00
2020-03-20,207,20057018,1970-07-17,416525,12133711,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,738,20077023,1972-07-04,11927,12220205,,2020-03-20 20:00
2020-03-20,81,20052016,1992-12-17,352062,12113407,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,578,20070036,1963-08-04,389444,12195012,,2020-03-20 20:00
2020-03-20,191,20056042,1971-08-18,391886,12129683,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,44,20050036,1997-04-13,383097,12099740,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,182,20056031,1975-01-01,358158,12127726,,2020-03-20 20:00
2020-03-20,142,20054030,1971-06-17,326171,12119255,,2020-03-20 20:00
2020-03-20,123,20054011,1976-01-14,422278,12120535,,2020-03-20 20:00
2020-03-20,287,20059029,1972-05-26,25863,12144603,,2020-03-20 20:00
2020-03-20,553,20070010,1959-11-07,425015,12193277,,2020-03-20 20:00
2020-03-20,560,20070018,1980-01-24,425058,12194571,,2020-03-20 20:00
2020-03-20,748,20077033,1955-05-02,17745,12220199,,2020-03-20 20:00
2020-03-20,845,20080025,1970-12-28,394241,12235573,,2020-03-20 20:00
2020-03-20,764,20078015,1973-05-10,358705,12225018,,2020-03-20 20:00
2020-03-20,88,20052026,1951-07-11,372503,12110405,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,493,20066027,1994-01-28,361663,12177803,,2020-03-20 20:00
2020-03-20,282,20059023,1965-07-22,312320,12145415,,2020-03-20 20:00
2020-03-20,514,20067018,1986-03-01,398976,12182624,,2020-03-20 20:00
2020-03-20,141,20054029,1954-05-06,391384,12120452,,2020-03-20 20:00
2020-03-20,133,20054021,1994-06-08,420313,12121876,,2020-03-20 20:00
2020-03-20,471,20066005,1952-10-17,290697,12178948,,2020-03-20 20:00
2020-03-20,536,20069001,1958-11-22,360616,12189636,,2020-03-20 20:00
2020-03-20,271,20059011,1978-05-19,422865,12146299,,2020-03-20 20:00
2020-03-20,292,20059034,1969-02-02,351431,12143395,,2020-03-20 20:00
2020-03-20,105,20053017,1979-09-02,412175,12114228,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,775,20078028,1977-02-07,425282,12225164,,2020-03-20 20:00
2020-03-20,506,20067010,1993-08-02,360436,12182375,,2020-03-20 20:00
2020-03-20,235,20057048,1942-12-07,309913,12135135,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,719,20077001,1947-03-26,6390,12220489,,2020-03-20 20:00
2020-03-20,545,20070002,1980-01-20,53650,12192716,,2020-03-20 20:00
2020-03-20,188,20056037,1971-09-10,313808,12130083,,2020-03-20 20:00
2020-03-20,297,20060006,1977-10-25,424323,12149727,,2020-03-20 20:00
2020-03-20,450,20065023,1968-08-03,389105,12171334,,2020-03-20 20:00
2020-03-20,197,20057007,1967-03-28,424743,12132162,,2020-03-20 20:00
2020-03-20,247,20058014,1956-08-12,424749,12139472,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,225,20057038,1957-11-13,424733,12136123,,2020-03-20 20:00
2020-03-20,79,20052010,1978-09-09,20475,12110807,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,573,20070031,1956-03-22,16862,12194860,,2020-03-20 20:00
2020-03-20,205,20057016,1957-06-08,416603,12132902,,2020-03-20 20:00
2020-03-20,470,20066004,1974-03-23,338421,12175801,,2020-03-20 20:00
2020-03-20,30,20050006,1973-02-03,367279,12099413,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-20,336,20061020,1962-05-08,313558,12154612,,2020-03-20 20:00
2020-03-20,120,20054008,1963-05-18,23587,12120526,,2020-03-20 20:00
2020-03-20,477,20066011,1997-05-18,424993,12176919,,2020-03-20 20:00
2020-03-20,163,20056009,1998-05-12,420967,12129713,,2020-03-20 20:00
2020-03-20,669,20073004,1956-11-07,419995,12205590,,2020-03-20 20:00
2020-03-20,124,20054012,1990-11-09,405289,12121624,,2020-03-20 20:00
2020-03-20,614,20071021,1980-06-18,17285,12198065,,2020-03-20 20:00
2020-03-20,54,20051019,1948-07-07,415903,12106206,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-20 20:00
2020-03-21,2,20046026,1982-09-13,318535,12084460,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,1,20045025,1958-08-01,310310,12080617,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,8,20046037,1971-06-30,313461,12083663,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,14,20047009,1985-09-12,350370,12089295,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,22,20048006,1977-09-26,415030,12091108,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,12,20047004,1957-02-01,331236,12088803,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,6,20046034,1991-08-05,326983,12083493,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,15,20047010,1948-01-14,27832,12088171,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,4,20046032,1971-12-08,417050,12086022,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,13,20047006,1985-08-01,380362,12087683,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,9,20046039,1978-02-28,421385,12085424,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,10,20046040,1949-11-10,13237,12085819,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,17,20047012,1991-12-13,424559,12088414,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,21,20048005,1958-07-05,390799,12091131,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,19,20047015,1967-09-19,413133,12090029,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,5,20046033,1976-10-15,408483,12085973,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,16,20047011,1983-06-07,423848,12090162,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,18,20047013,1946-08-13,423207,12089089,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,3,20046031,1988-05-18,421157,12086415,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,11,20047001,2020-03-18,424503,12087663,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,7,20046036,1966-01-25,273930,12086362,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,20,20048001,1981-01-22,381782,12092908,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,249,20058016,1975-01-29,420927,12137556,,2020-03-21 20:00
2020-03-21,449,20065022,1951-12-20,25072,12171643,,2020-03-21 20:00
2020-03-21,267,20059006,1949-03-08,289363,12146267,,2020-03-21 20:00
2020-03-21,532,20068005,1986-02-19,357308,12186486,,2020-03-21 20:00
2020-03-21,274,20059014,1991-12-19,390473,12145928,,2020-03-21 20:00
2020-03-21,204,20057014,1961-08-12,45130,12132560,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,659,20072031,1987-07-11,419551,12203578,,2020-03-21 20:00
2020-03-21,810,20079022,1984-02-25,12524,12231059,,2020-03-21 20:00
2020-03-21,666,20073001,1974-06-12,358270,12206779,,2020-03-21 20:00
2020-03-21,432,20065005,1997-08-21,424961,12172087,,2020-03-21 20:00
2020-03-21,739,20077024,1960-01-13,44520,12221304,,2020-03-21 20:00
2020-03-21,256,20058023,1980-10-26,424757,12139931,,2020-03-21 20:00
2020-03-21,445,20065018,1952-08-31,409970,12171330,,2020-03-21 20:00
2020-03-21,528,20067033,1974-03-30,338396,12182770,,2020-03-21 20:00
2020-03-21,711,20074022,1970-06-03,409153,12211570,,2020-03-21 20:00
2020-03-21,475,20066009,1959-03-05,44087,12177285,,2020-03-21 20:00
2020-03-21,375,20063014,1980-02-19,405986,12164354,,2020-03-21 20:00
2020-03-21,293,20060001,1988-08-02,391749,12148453,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,46,20051006,1976-02-03,424616,12104938,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,364,20062015,1956-10-09,424790,12156686,,2020-03-21 20:00
2020-03-21,366,20063003,1952-05-17,396612,12163234,,2020-03-21 20:00
2020-03-21,263,20059001,1971-12-14,305257,12145904,,2020-03-21 20:00
2020-03-21,656,20072028,1974-04-18,376406,12204196,,2020-03-21 20:00
2020-03-21,407,20064013,1973-10-03,37861,12169111,,2020-03-21 20:00
2020-03-21,431,20065004,1978-07-23,267705,12171755,,2020-03-21 20:00
2020-03-21,623,20071032,1966-01-19,28792,12197137,,2020-03-21 20:00
2020-03-21,793,20079004,1963-05-15,20054,12231478,,2020-03-21 20:00
2020-03-21,485,20066019,1971-07-21,424965,12178065,,2020-03-21 20:00
2020-03-21,404,20064010,1987-08-02,424930,12167614,,2020-03-21 20:00
2020-03-21,127,20054015,1963-08-22,323890,12120512,,2020-03-21 20:00
2020-03-21,836,20080016,1984-05-12,421410,12233153,,2020-03-21 20:00
2020-03-21,733,20077016,1971-12-28,305648,12223054,,2020-03-21 20:00
2020-03-21,138,20054026,1964-10-11,301387,12120417,,2020-03-21 20:00
2020-03-21,275,20059015,1963-07-20,27918,12143516,,2020-03-21 20:00
2020-03-21,745,20077030,1989-04-13,423643,12223024,,2020-03-21 20:00
2020-03-21,104,20053016,1987-03-27,420955,12116828,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,305,20060015,1976-10-24,32906,12149542,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,676,20073011,1988-03-27,364942,12207204,,2020-03-21 20:00
2020-03-21,728,20077010,1989-06-03,378909,12220277,,2020-03-21 20:00
2020-03-21,524,20067028,1964-06-14,50891,12183695,,2020-03-21 20:00
2020-03-21,808,20079020,1974-05-15,39468,12229800,,2020-03-21 20:00
2020-03-21,27,20050001,1989-10-07,413663,12099300,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,162,20056008,1958-04-29,274369,12129459,,2020-03-21 20:00
2020-03-21,423,20064029,1957-06-12,338092,12166077,,2020-03-21 20:00
2020-03-21,150,20055005,1966-03-08,378816,12124854,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,467,20066001,1979-10-18,412227,12179832,,2020-03-21 20:00
2020-03-21,708,20074019,1977-06-12,359800,12211622,,2020-03-21 20:00
2020-03-21,321,20061005,1949-04-20,395130,12153254,,2020-03-21 20:00
2020-03-21,663,20072035,1963-01-15,424467,12201551,,2020-03-21 20:00
2020-03-21,658,20072030,1962-09-11,24443,12204606,,2020-03-21 20:00
2020-03-21,399,20064005,1961-07-08,10203,12167537,,2020-03-21 20:00
2020-03-21,473,20066007,1977-03-21,419283,12178086,,2020-03-21 20:00
2020-03-21,195,20057005,1993-10-22,372478,12134251,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,647,20072019,1992-04-23,423460,12202673,,2020-03-21 20:00
2020-03-21,161,20056007,1951-04-21,41199,12128735,,2020-03-21 20:00
2020-03-21,797,20079008,1951-04-02,384023,12228998,,2020-03-21 20:00
2020-03-21,617,20071025,1961-07-25,387980,12198392,,2020-03-21 20:00
2020-03-21,784,20078037,1989-01-13,307587,12226483,,2020-03-21 20:00
2020-03-21,820,20079032,1962-01-01,412910,12230500,,2020-03-21 20:00
2020-03-21,703,20074014,1953-04-28,339263,12213862,,2020-03-21 20:00
2020-03-21,696,20074007,1962-02-01,28539,12211895,,2020-03-21 20:00
2020-03-21,759,20078010,1964-05-29,30581,12224319,,2020-03-21 20:00
2020-03-21,352,20062001,1973-06-05,338674,12157438,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,237,20057050,1963-07-17,359330,12132856,,2020-03-21 20:00
2020-03-21,52,20051017,1946-06-05,422241,12106185,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,239,20058004,1959-06-27,33124,12139181,,2020-03-21 20:00
2020-03-21,419,20064025,1951-03-01,355952,12169037,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,91,20052029,1975-01-08,351845,12110689,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,353,20062002,1968-09-24,38719,12156505,,2020-03-21 20:00
2020-03-21,433,20065006,1973-04-09,313355,12173763,,2020-03-21 20:00
2020-03-21,667,20073002,1980-11-24,377732,12206787,,2020-03-21 20:00
2020-03-21,113,20053031,1983-04-02,7586,12117743,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,363,20062014,1959-06-22,271335,12156602,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,538,20069003,1956-12-14,36434,12190114,,2020-03-21 20:00
2020-03-21,474,20066008,1977-11-29,404444,12178684,,2020-03-21 20:00
2020-03-21,817,20079029,1976-05-12,336514,12232229,,2020-03-21 20:00
2020-03-21,778,20078031,1991-12-21,365777,12228327,,2020-03-21 20:00
2020-03-21,452,20065025,1972-10-16,321007,12171087,,2020-03-21 20:00
2020-03-21,813,20079025,1955-10-17,371321,12229968,,2020-03-21 20:00
2020-03-21,37,20050022,1959-05-01,38089,12100081,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,525,20067030,1964-07-12,39804,12181719,,2020-03-21 20:00
2020-03-21,549,20070006,1988-11-02,314910,12192869,,2020-03-21 20:00
2020-03-21,59,20051026,1993-03-22,332364,12105749,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,57,20051024,1962-12-25,287668,12103728,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,100,20053011,1989-01-02,381006,12116345,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,234,20057047,1967-01-14,50593,12134618,,2020-03-21 20:00
2020-03-21,412,20064018,1994-09-15,391483,12169678,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,241,20058007,1976-01-13,14945,12140747,,2020-03-21 20:00
2020-03-21,97,20053008,1977-07-03,423478,12117108,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,128,20054016,1981-09-04,317941,12122277,,2020-03-21 20:00
2020-03-21,242,20058008,1978-10-08,353049,12138113,,2020-03-21 20:00
2020-03-21,544,20070001,1972-10-28,323776,12193961,,2020-03-21 20:00
2020-03-21,730,20077012,1956-10-22,24812,12219628,,2020-03-21 20:00
2020-03-21,569,20070027,1982-02-07,407266,12193595,,2020-03-21 20:00
2020-03-21,269,20059009,1986-08-28,292362,12146246,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,580,20070038,1990-08-17,326800,12192462,,2020-03-21 20:00
2020-03-21,458,20065031,1959-03-02,43443,12173428,,2020-03-21 20:00
2020-03-21,654,20072026,1952-12-18,308027,12200843,,2020-03-21 20:00
2020-03-21,843,20080023,1977-06-29,421695,12234837,,2020-03-21 20:00
2020-03-21,310,20060020,1983-12-20,423456,12150248,,2020-03-21 20:00
2020-03-21,31,20050007,1952-05-10,409627,12099544,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,558,20070016,1968-07-17,408660,12192995,,2020-03-21 20:00
2020-03-21,465,20065038,1958-08-29,330090,12172957,,2020-03-21 20:00
2020-03-21,393,20063033,1990-01-06,415315,12160395,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,459,20065032,1972-10-07,21862,12171463,,2020-03-21 20:00
2020-03-21,270,20059010,1950-02-28,47252,12143193,,2020-03-21 20:00
2020-03-21,487,20066021,1959-08-19,415691,12179963,,2020-03-21 20:00
2020-03-21,93,20053001,1983-08-19,424448,12116056,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,232,20057045,1980-08-02,21433,12135839,,2020-03-21 20:00
2020-03-21,439,20065012,1989-01-12,362128,12170737,,2020-03-21 20:00
2020-03-21,173,20056021,1959-06-11,288200,12129185,,2020-03-21 20:00
2020-03-21,116,20054004,1950-06-09,24576,12120487,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,259,20058026,1990-03-27,401145,12141277,,2020-03-21 20:00
2020-03-21,677,20073012,1988-03-05,425170,12206100,,2020-03-21 20:00
2020-03-21,790,20079001,1967-05-02,47122,12230383,,2020-03-21 20:00
2020-03-21,729,20077011,1948-09-18,380139,12219761,,2020-03-21 20:00
2020-03-21,395,20063035,1999-08-20,420231,12162538,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,33,20050012,1967-03-08,291142,12098323,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,632,20072004,1977-04-27,36516,12202441,,2020-03-21 20:00
2020-03-21,597,20071003,1963-07-18,404215,12196673,,2020-03-21 20:00
2020-03-21,60,20051027,1984-08-12,351516,12105939,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,360,20062011,1968-04-28,424016,12158685,,2020-03-21 20:00
2020-03-21,610,20071017,1991-07-27,377996,12198930,,2020-03-21 20:00
2020-03-21,732,20077014,1981-06-24,378211,12223912,,2020-03-21 20:00
2020-03-21,604,20071010,1969-06-11,8153,12197182,,2020-03-21 20:00
2020-03-21,109,20053021,1995-02-10,383879,12114473,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,226,20057039,1962-05-31,10079,12133066,,2020-03-21 20:00
2020-03-21,837,20080017,1956-06-13,425176,12232886,,2020-03-21 20:00
2020-03-21,38,20050023,1983-12-22,351783,12101814,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,618,20071027,1957-07-16,323800,12198908,,2020-03-21 20:00
2020-03-21,749,20077034,1959-07-21,385321,12220696,,2020-03-21 20:00
2020-03-21,772,20078025,1975-09-11,405667,12226245,,2020-03-21 20:00
2020-03-21,798,20079009,1954-11-29,409843,12230221,,2020-03-21 20:00
2020-03-21,718,20076001,1991-03-20,420938,12217848,,2020-03-21 20:00
2020-03-21,425,20064031,1988-01-09,416402,12168542,,2020-03-21 20:00
2020-03-21,164,20056010,1951-08-14,408369,12127139,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,415,20064021,1960-07-31,378144,12168720,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,581,20070039,1987-02-20,334562,12193258,,2020-03-21 20:00
2020-03-21,650,20072022,1984-07-24,425148,12203427,,2020-03-21 20:00
2020-03-21,689,20073025,1978-12-01,395825,12209626,,2020-03-21 20:00
2020-03-21,592,20070050,1978-06-25,425063,12191374,,2020-03-21 20:00
2020-03-21,166,20056013,1971-10-14,387896,12129974,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,668,20073003,1974-01-04,407289,12208134,,2020-03-21 20:00
2020-03-21,705,20074016,1965-01-14,424011,12211270,,2020-03-21 20:00
2020-03-21,348,20061032,1944-09-06,410780,12154698,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,180,20056029,1989-05-13,415587,12128212,,2020-03-21 20:00
2020-03-21,515,20067019,1990-05-25,387590,12183043,,2020-03-21 20:00
2020-03-21,418,20064024,1981-12-04,395070,12169962,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,187,20056036,1962-05-11,40298,12127682,,2020-03-21 20:00
2020-03-21,736,20077021,1964-03-18,14750,12221165,,2020-03-21 20:00
2020-03-21,693,20074004,1951-06-24,291987,12212488,,2020-03-21 20:00
2020-03-21,409,20064015,1980-04-15,333506,12168363,,2020-03-21 20:00
2020-03-21,503,20067007,1964-05-17,332934,12180621,,2020-03-21 20:00
2020-03-21,328,20061012,1962-02-14,301784,12154617,,2020-03-21 20:00
2020-03-21,495,20066030,1994-09-19,367062,12177071,,2020-03-21 20:00
2020-03-21,505,20067009,1972-12-18,21823,12181281,,2020-03-21 20:00
2020-03-21,334,20061018,1996-01-10,424003,12153655,,2020-03-21 20:00
2020-03-21,702,20074013,1978-08-11,398102,12210547,,2020-03-21 20:00
2020-03-21,196,20057006,1981-11-12,422934,12135848,,2020-03-21 20:00
2020-03-21,209,20057021,1954-12-28,32533,12135732,,2020-03-21 20:00
2020-03-21,509,20067013,1947-03-11,44629,12184344,,2020-03-21 20:00
2020-03-21,603,20071009,1963-01-23,47659,12197907,,2020-03-21 20:00
2020-03-21,281,20059021,1962-07-08,331349,12146118,"Please call 311 between 8:30AM and 4:30PM, Mon to Fri",2020-03-21 20:00
2020-03-21,208,20057020,1956-10-06,406540,12133879,,2020-03-21 20:00
